depth	min	max	median	mean
1435	7308	14208	11086	10950
1436	7317	14226	11109	10969
1437	7331	14229	11125	10987
1438	7347	14244	11138	11005
1439	7351	14272	11156	11023
1440	7360	14280	11173	11041
1441	7374	14285	11194	11059
1442	7385	14333	11209	11077
1443	7401	14341	11223	11095
1444	7416	14348	11245	11113
1445	7431	14355	11263	11131
1446	7442	14364	11276	11149
1447	7455	14396	11294	11168
1448	7487	14402	11315	11186
1449	7502	14460	11331	11204
1450	7518	14526	11350	11222
1451	7531	14543	11367	11240
1452	7544	14575	11389	11258
1453	7551	14619	11403	11276
1454	7561	14636	11418	11294
1455	7568	14640	11437	11312
1456	7583	14645	11457	11329
1457	7611	14649	11472	11346
1458	7633	14654	11486	11364
1459	7642	14658	11501	11381
1460	7655	14663	11524	11399
1461	7672	14667	11536	11416
1462	7683	14672	11557	11434
1463	7695	14676	11577	11451
1464	7705	14681	11599	11468
1465	7713	14711	11613	11486
1466	7724	14747	11627	11503
1467	7736	14750	11638	11521
1468	7745	14753	11661	11538
1469	7756	14774	11679	11556
1470	7762	14796	11701	11573
1471	7771	14831	11719	11591
1472	7784	14854	11734	11608
1473	7791	14896	11755	11625
1474	7799	14939	11777	11643
1475	7825	14950	11795	11661
1476	7840	14968	11810	11679
1477	7856	14987	11831	11697
1478	7869	15006	11851	11715
1479	7891	15021	11868	11734
1480	7911	15024	11885	11752
1481	7930	15044	11899	11770
1482	7946	15068	11917	11788
1483	7973	15086	11930	11806
1484	7998	15113	11956	11824
1485	8013	15140	11971	11843
1486	8041	15167	11990	11861
1487	8052	15194	12005	11879
1488	8066	15264	12022	11897
1489	8078	15292	12035	11915
1490	8093	15308	12056	11933
1491	8114	15323	12080	11951
1492	8128	15353	12100	11970
1493	8140	15379	12118	11988
1494	8158	15396	12136	12006
1495	8169	15433	12150	12024
1496	8186	15438	12161	12041
1497	8205	15442	12179	12059
1498	8221	15449	12193	12077
1499	8231	15483	12204	12095
1500	8251	15493	12220	12113
1501	8272	15544	12243	12131
1502	8278	15606	12264	12148
1503	8285	15610	12290	12166
1504	8308	15623	12313	12184
1505	8341	15640	12332	12202
1506	8352	15649	12346	12220
1507	8363	15669	12358	12237
1508	8383	15693	12377	12255
1509	8407	15718	12399	12273
1510	8410	15743	12415	12291
1511	8420	15753	12430	12309
1512	8448	15762	12454	12326
1513	8477	15795	12474	12344
1514	8502	15826	12497	12362
1515	8512	15841	12514	12380
1516	8521	15850	12532	12398
1517	8537	15866	12551	12416
1518	8558	15894	12564	12434
1519	8567	15921	12580	12452
1520	8592	15923	12599	12470
1521	8607	15958	12617	12488
1522	8635	15971	12632	12506
1523	8651	15992	12649	12524
1524	8661	16026	12664	12542
1525	8677	16060	12686	12560
1526	8691	16093	12704	12579
1527	8725	16126	12722	12597
1528	8749	16159	12740	12615
1529	8757	16185	12749	12633
1530	8765	16199	12773	12651
1531	8777	16219	12793	12669
1532	8782	16261	12820	12687
1533	8805	16275	12845	12705
1534	8814	16307	12857	12723
1535	8826	16317	12872	12741
1536	8840	16321	12884	12759
1537	8852	16324	12904	12777
1538	8863	16342	12924	12796
1539	8871	16380	12937	12814
1540	8888	16397	12956	12832
1541	8905	16477	12972	12850
1542	8921	16506	12991	12868
1543	8930	16559	13010	12886
1544	8943	16564	13027	12905
1545	8964	16568	13045	12923
1546	8978	16617	13060	12941
1547	8999	16637	13086	12959
1548	9019	16656	13100	12977
1549	9030	16674	13116	12995
1550	9045	16695	13136	13014
1551	9069	16713	13151	13032
1552	9085	16732	13169	13050
1553	9096	16784	13183	13068
1554	9111	16791	13195	13086
1555	9123	16804	13217	13105
1556	9136	16837	13229	13123
1557	9144	16870	13252	13141
1558	9168	16877	13277	13159
1559	9188	16879	13301	13177
1560	9203	16881	13323	13196
1561	9222	16931	13343	13214
1562	9237	16944	13366	13232
1563	9262	16955	13381	13250
1564	9270	16967	13397	13268
1565	9272	17012	13411	13287
1566	9282	17057	13429	13305
1567	9306	17096	13442	13323
1568	9324	17109	13460	13341
1569	9346	17144	13483	13359
1570	9350	17163	13502	13377
1571	9364	17170	13525	13396
1572	9390	17179	13541	13414
1573	9404	17199	13552	13432
1574	9409	17218	13570	13450
1575	9431	17226	13583	13468
1576	9456	17261	13599	13486
1577	9467	17299	13611	13504
1578	9491	17327	13635	13522
1579	9504	17353	13660	13541
1580	9525	17376	13676	13559
1581	9551	17401	13694	13577
1582	9577	17423	13706	13595
1583	9592	17434	13722	13613
1584	9602	17437	13734	13631
1585	9624	17448	13756	13649
1586	9637	17454	13774	13667
1587	9661	17495	13790	13685
1588	9681	17514	13806	13703
1589	9685	17533	13823	13721
1590	9711	17553	13844	13739
1591	9721	17571	13859	13757
1592	9738	17592	13877	13775
1593	9749	17623	13900	13793
1594	9759	17647	13912	13811
1595	9775	17659	13932	13830
1596	9792	17670	13944	13848
1597	9819	17690	13968	13866
1598	9829	17702	13980	13885
1599	9841	17713	13999	13903
1600	9852	17723	14015	13921
1601	9871	17752	14038	13939
1602	9879	17779	14060	13958
1603	9910	17821	14077	13976
1604	9926	17831	14096	13994
1605	9938	17851	14112	14013
1606	9948	17858	14125	14031
1607	9975	17889	14144	14049
1608	9988	17900	14162	14068
1609	9998	17904	14177	14086
1610	10016	17952	14195	14104
1611	10038	17972	14214	14122
1612	10050	17992	14233	14141
1613	10071	18012	14253	14159
1614	10083	18032	14270	14177
1615	10100	18050	14286	14195
1616	10108	18064	14304	14213
1617	10115	18071	14322	14231
1618	10122	18083	14335	14250
1619	10132	18108	14348	14268
1620	10152	18137	14367	14286
1621	10154	18166	14388	14304
1622	10155	18204	14408	14322
1623	10198	18224	14427	14340
1624	10221	18244	14441	14358
1625	10226	18259	14462	14376
1626	10250	18277	14480	14394
1627	10283	18331	14492	14412
1628	10306	18372	14513	14430
1629	10319	18401	14537	14448
1630	10332	18413	14552	14466
1631	10344	18421	14567	14484
1632	10364	18439	14582	14502
1633	10379	18496	14595	14520
1634	10403	18548	14610	14539
1635	10407	18560	14625	14557
1636	10411	18570	14640	14575
1637	10419	18589	14659	14593
1638	10438	18598	14686	14611
1639	10462	18632	14701	14629
1640	10487	18644	14718	14647
1641	10511	18648	14732	14665
1642	10534	18653	14749	14683
1643	10540	18687	14766	14701
1644	10549	18734	14785	14719
1645	10553	18752	14800	14737
1646	10559	18758	14821	14755
1647	10574	18776	14842	14773
1648	10593	18786	14860	14791
1649	10616	18796	14872	14809
1650	10624	18814	14879	14827
1651	10640	18864	14894	14845
1652	10646	18899	14910	14863
1653	10662	18963	14936	14881
1654	10671	18977	14956	14899
1655	10687	18978	14968	14918
1656	10697	19006	14989	14936
1657	10714	19020	15004	14954
1658	10728	19027	15029	14972
1659	10739	19052	15052	14991
1660	10745	19078	15069	15009
1661	10767	19104	15096	15027
1662	10781	19130	15117	15046
1663	10784	19171	15127	15064
1664	10799	19194	15143	15082
1665	10818	19207	15162	15101
1666	10837	19224	15178	15119
1667	10857	19241	15194	15137
1668	10868	19259	15211	15155
1669	10875	19290	15229	15174
1670	10889	19302	15242	15192
1671	10903	19311	15256	15210
1672	10920	19328	15274	15229
1673	10930	19345	15293	15247
1674	10940	19363	15314	15265
1675	10967	19383	15331	15284
1676	10984	19414	15351	15302
1677	11009	19440	15368	15321
1678	11020	19464	15382	15340
1679	11034	19469	15399	15358
1680	11049	19474	15420	15377
1681	11063	19480	15438	15395
1682	11068	19485	15456	15414
1683	11077	19491	15478	15432
1684	11086	19518	15501	15451
1685	11120	19540	15520	15470
1686	11127	19552	15542	15488
1687	11133	19584	15561	15507
1688	11146	19622	15587	15525
1689	11165	19663	15602	15544
1690	11184	19678	15624	15562
1691	11208	19708	15636	15581
1692	11219	19752	15653	15600
1693	11230	19774	15670	15618
1694	11249	19808	15684	15637
1695	11259	19826	15704	15655
1696	11295	19836	15723	15673
1697	11316	19850	15741	15692
1698	11337	19865	15758	15710
1699	11356	19879	15779	15729
1700	11372	19894	15794	15747
1701	11391	19908	15810	15765
1702	11405	19922	15831	15784
1703	11428	19937	15853	15802
1704	11458	19951	15868	15820
1705	11481	19965	15886	15839
1706	11495	19977	15906	15857
1707	11517	19992	15926	15875
1708	11539	20009	15940	15894
1709	11552	20024	15959	15912
1710	11555	20039	15983	15931
1711	11564	20053	16003	15949
1712	11585	20069	16022	15967
1713	11607	20110	16036	15986
1714	11625	20140	16050	16004
1715	11640	20162	16065	16022
1716	11645	20193	16080	16039
1717	11675	20214	16100	16057
1718	11686	20251	16118	16075
1719	11706	20299	16133	16093
1720	11727	20336	16145	16110
1721	11732	20358	16166	16128
1722	11757	20366	16192	16146
1723	11782	20387	16209	16163
1724	11794	20397	16220	16181
1725	11830	20425	16236	16199
1726	11855	20487	16251	16217
1727	11869	20525	16264	16234
1728	11884	20532	16276	16252
1729	11895	20544	16288	16270
1730	11902	20569	16309	16287
1731	11913	20582	16323	16305
1732	11920	20597	16350	16323
1733	11938	20665	16362	16341
1734	11961	20695	16378	16358
1735	11979	20709	16397	16377
1736	11999	20730	16416	16395
1737	12017	20746	16433	16413
1738	12034	20785	16451	16432
1739	12046	20820	16470	16450
1740	12061	20828	16493	16468
1741	12079	20837	16513	16487
1742	12107	20845	16535	16505
1743	12126	20855	16552	16523
1744	12144	20863	16575	16542
1745	12162	20871	16591	16560
1746	12185	20880	16607	16578
1747	12213	20891	16624	16597
1748	12232	20937	16647	16615
1749	12245	20982	16665	16633
1750	12254	20990	16685	16652
1751	12279	21004	16702	16670
1752	12291	21014	16714	16688
1753	12323	21037	16730	16707
1754	12356	21061	16746	16725
1755	12380	21123	16759	16743
1756	12402	21138	16774	16762
1757	12430	21149	16791	16780
1758	12443	21158	16809	16799
1759	12447	21167	16826	16817
1760	12462	21177	16836	16835
1761	12478	21188	16857	16854
1762	12493	21196	16876	16872
1763	12504	21255	16889	16890
1764	12515	21262	16906	16909
1765	12535	21298	16930	16927
1766	12553	21300	16948	16946
1767	12571	21302	16963	16964
1768	12588	21304	16982	16982
1769	12601	21325	16998	17001
1770	12618	21328	17012	17019
1771	12632	21344	17032	17037
1772	12642	21369	17047	17056
1773	12649	21401	17065	17074
1774	12659	21417	17083	17093
1775	12701	21441	17099	17112
1776	12720	21465	17113	17131
1777	12731	21489	17132	17150
1778	12751	21512	17153	17169
1779	12781	21535	17171	17188
1780	12812	21558	17190	17207
1781	12828	21570	17204	17226
1782	12839	21595	17221	17246
1783	12862	21619	17242	17265
1784	12880	21644	17259	17284
1785	12896	21668	17283	17303
1786	12905	21680	17299	17322
1787	12914	21685	17313	17341
1788	12926	21689	17334	17360
1789	12938	21693	17350	17380
1790	12953	21697	17369	17399
1791	12968	21701	17385	17418
1792	12999	21770	17402	17437
1793	13014	21802	17416	17456
1794	13018	21814	17430	17475
1795	13042	21827	17450	17494
1796	13061	21829	17467	17513
1797	13072	21830	17486	17532
1798	13091	21862	17506	17551
1799	13105	21906	17524	17570
1800	13121	21933	17540	17588
1801	13155	21951	17555	17607
1802	13179	21961	17576	17626
1803	13207	21970	17592	17645
1804	13229	21998	17612	17664
1805	13241	22025	17630	17683
1806	13257	22031	17652	17702
1807	13277	22051	17667	17721
1808	13283	22081	17686	17739
1809	13295	22113	17705	17758
1810	13314	22130	17724	17777
1811	13329	22150	17741	17796
1812	13368	22175	17752	17815
1813	13408	22201	17766	17834
1814	13417	22219	17785	17853
1815	13441	22230	17797	17872
1816	13465	22244	17816	17891
1817	13502	22253	17838	17910
1818	13531	22262	17857	17929
1819	13546	22271	17877	17948
1820	13568	22280	17891	17967
1821	13600	22303	17911	17986
1822	13645	22328	17925	18006
1823	13666	22352	17940	18025
1824	13689	22377	17960	18044
1825	13707	22398	17984	18063
1826	13725	22414	18005	18082
1827	13744	22438	18023	18101
1828	13762	22459	18040	18120
1829	13788	22476	18055	18139
1830	13800	22494	18076	18158
1831	13816	22512	18096	18177
1832	13834	22529	18114	18197
1833	13851	22549	18130	18216
1834	13879	22571	18142	18235
1835	13913	22592	18157	18253
1836	13931	22613	18170	18272
1837	13945	22619	18187	18290
1838	13971	22633	18201	18308
1839	13999	22649	18227	18327
1840	14027	22669	18243	18345
1841	14057	22684	18257	18363
1842	14084	22710	18275	18382
1843	14122	22733	18293	18400
1844	14159	22758	18306	18419
1845	14168	22792	18324	18437
1846	14195	22829	18341	18455
1847	14211	22845	18357	18474
1848	14226	22865	18374	18492
1849	14242	22900	18395	18511
1850	14271	22927	18411	18529
1851	14324	22972	18425	18547
1852	14345	23004	18443	18566
1853	14357	23027	18461	18584
1854	14373	23052	18478	18603
1855	14416	23063	18494	18623
1856	14459	23098	18515	18643
1857	14502	23110	18536	18663
1858	14524	23138	18554	18683
